premise_1,premise_2,inferred,support_count
soccer unite kingdom DefinedAs football,football MadeOf pigskin,soccer unite kingdom MadeOf pigskin,1
universal solvent DefinedAs water,water MadeOf h2o,universal solvent MadeOf h2o,1
universal solvent DefinedAs water,water MadeOf oxegen,universal solvent MadeOf oxegen,1
divan chesterfield DefinedAs sofa,sofa MadeOf material,divan chesterfield MadeOf material,1
divan chesterfield DefinedAs sofa,sofa MadeOf cloth leather,divan chesterfield MadeOf cloth leather,1
divan chesterfield DefinedAs sofa,sofa MadeOf leather,divan chesterfield MadeOf leather,1
soccer america DefinedAs football,football MadeOf pigskin,soccer america MadeOf pigskin,1
activity person DefinedAs movie,movie MadeOf celluloid,activity person MadeOf celluloid,1
activity person DefinedAs movie,movie MadeOf many still picture shown quickly,activity person MadeOf many still picture shown quickly,1
activity person DefinedAs movie,movie MadeOf many frame,activity person MadeOf many frame,1
activity person DefinedAs movie,movie MadeOf many photograph flash quickly succession screen darken room give illusion motion,activity person MadeOf many photograph flash quickly succession screen darken room give illusion motion,1
card because jovial nature DefinedAs person,person MadeOf plastic,card because jovial nature MadeOf plastic,1
card because jovial nature DefinedAs person,person MadeOf live cell,card because jovial nature MadeOf live cell,1
card because jovial nature DefinedAs person,person MadeOf meat,card because jovial nature MadeOf meat,1
card because jovial nature DefinedAs person,person MadeOf metal,card because jovial nature MadeOf metal,1
only god leave alive DefinedAs tv,tv MadeOf plastic,only god leave alive MadeOf plastic,1
only god leave alive DefinedAs tv,tv MadeOf glass,only god leave alive MadeOf glass,1
only god leave alive DefinedAs tv,tv MadeOf metal,only god leave alive MadeOf metal,1
lavage stomach irrigate DefinedAs it,it MadeOf animal,lavage stomach irrigate MadeOf animal,1
lavage stomach irrigate DefinedAs it,it MadeOf grass,lavage stomach irrigate MadeOf grass,1
lavage stomach irrigate DefinedAs it,it MadeOf wood,lavage stomach irrigate MadeOf wood,1
lavage stomach irrigate DefinedAs it,it MadeOf corrugate cardboard,lavage stomach irrigate MadeOf corrugate cardboard,1
lavage stomach irrigate DefinedAs it,it MadeOf rattan plastic,lavage stomach irrigate MadeOf rattan plastic,1
sponsor project DefinedAs government,government MadeOf political ideology,sponsor project MadeOf political ideology,1
sponsor project DefinedAs government,government MadeOf 3 branch juducial legislative executive,sponsor project MadeOf 3 branch juducial legislative executive,1
sponsor project DefinedAs government,government MadeOf person organization,sponsor project MadeOf person organization,1
china primary personal vehicle DefinedAs bicycle,bicycle MadeOf metal,china primary personal vehicle MadeOf metal,1
china primary personal vehicle DefinedAs bicycle,bicycle MadeOf steel aluminum composite material,china primary personal vehicle MadeOf steel aluminum composite material,1
simit turkish DefinedAs this,this MadeOf metal,simit turkish MadeOf metal,1
kendo DefinedAs sword,sword MadeOf steel,kendo MadeOf steel,1
kendo DefinedAs sword,sword MadeOf metal,kendo MadeOf metal,1
myself DefinedAs human,human MadeOf flesh blood,myself MadeOf flesh blood,1
myself DefinedAs human,human MadeOf feelings,myself MadeOf feelings,1
myself DefinedAs human,human MadeOf protoplasm,myself MadeOf protoplasm,1
myself DefinedAs human,human MadeOf meat,myself MadeOf meat,1
myself DefinedAs human,human MadeOf flesh,myself MadeOf flesh,1
myself DefinedAs human,human MadeOf soil,myself MadeOf soil,1
myself DefinedAs human,human MadeOf organic tissue among other,myself MadeOf organic tissue among other,1
myself DefinedAs human,human MadeOf live meat,myself MadeOf live meat,1
myself DefinedAs human,human MadeOf mostly water,myself MadeOf mostly water,1
