premise_1,premise_2,inferred,support_count
think PartOf read,read HasSubevent tooth,think HasSubevent tooth,1
think PartOf read,read HasSubevent bike,think HasSubevent bike,1
think PartOf read,read HasSubevent stick man,think HasSubevent stick man,1
think PartOf read,read HasSubevent airplane,think HasSubevent airplane,1
throw ball PartOf sport,sport HasSubevent fall down,throw ball HasSubevent fall down,1
chair PartOf cat,cat HasSubevent laugh,chair HasSubevent laugh,1
chair PartOf cat,cat HasSubevent entertainment,chair HasSubevent entertainment,1
shell PartOf plant,plant HasSubevent want grow,shell HasSubevent want grow,1
ball PartOf plant,plant HasSubevent want grow,ball HasSubevent want grow,1
death PartOf war,war HasSubevent fewer person world,death HasSubevent fewer person world,1
pen PartOf dog,dog HasSubevent pee against tree,pen HasSubevent pee against tree,1
pollution PartOf drive car,drive car HasSubevent shop,pollution HasSubevent shop,1
pollution PartOf drive car,drive car HasSubevent get wreck,pollution HasSubevent get wreck,1
pollution PartOf drive car,drive car HasSubevent make leave turn,pollution HasSubevent make leave turn,1
pollution PartOf drive car,drive car HasSubevent speak mobile,pollution HasSubevent speak mobile,1
pollution PartOf drive car,drive car HasSubevent may crash,pollution HasSubevent may crash,1
pollution PartOf drive car,drive car HasSubevent stop stop sign,pollution HasSubevent stop stop sign,1
pollution PartOf drive car,drive car HasSubevent get heavy traffic,pollution HasSubevent get heavy traffic,1
pollution PartOf drive car,drive car HasSubevent sneeze,pollution HasSubevent sneeze,1
pollution PartOf drive car,drive car HasSubevent slam break,pollution HasSubevent slam break,1
pollution PartOf drive car,drive car HasSubevent press brake,pollution HasSubevent press brake,1
pollution PartOf drive car,drive car HasSubevent frustrate because heavy traffic,pollution HasSubevent frustrate because heavy traffic,1
pollution PartOf drive car,drive car HasSubevent block other vehicle,pollution HasSubevent block other vehicle,1
pollution PartOf drive car,drive car HasSubevent somone honk horn,pollution HasSubevent somone honk horn,1
pollution PartOf drive car,drive car HasSubevent turn radio,pollution HasSubevent turn radio,1
pollution PartOf drive car,drive car HasSubevent steer wheel,pollution HasSubevent steer wheel,1
pollution PartOf drive car,drive car HasSubevent honk horn,pollution HasSubevent honk horn,1
pollution PartOf drive car,drive car HasSubevent turn steer wheel,pollution HasSubevent turn steer wheel,1
pollution PartOf drive car,drive car HasSubevent press accelerator,pollution HasSubevent press accelerator,1
pollution PartOf drive car,drive car HasSubevent watch police,pollution HasSubevent watch police,1
pollution PartOf drive car,drive car HasSubevent stop traffic light,pollution HasSubevent stop traffic light,1
pollution PartOf drive car,drive car HasSubevent look rear vision mirror,pollution HasSubevent look rear vision mirror,1
pollution PartOf drive car,drive car HasSubevent rotate steer wheel,pollution HasSubevent rotate steer wheel,1
pollution PartOf drive car,drive car HasSubevent obey traffic signal,pollution HasSubevent obey traffic signal,1
pollution PartOf drive car,drive car HasSubevent hit tree,pollution HasSubevent hit tree,1
pollution PartOf drive car,drive car HasSubevent shift gear,pollution HasSubevent shift gear,1
pollution PartOf drive car,drive car HasSubevent park,pollution HasSubevent park,1
pollution PartOf drive car,drive car HasSubevent skid,pollution HasSubevent skid,1
pollution PartOf drive car,drive car HasSubevent gasoline,pollution HasSubevent gasoline,1
pollution PartOf drive car,drive car HasSubevent look mirror,pollution HasSubevent look mirror,1
pollution PartOf drive car,drive car HasSubevent drink coffee,pollution HasSubevent drink coffee,1
pollution PartOf drive car,drive car HasSubevent turn air contition,pollution HasSubevent turn air contition,1
pollution PartOf drive car,drive car HasSubevent turn air condition,pollution HasSubevent turn air condition,1
pollution PartOf drive car,drive car HasSubevent check rearview mirror,pollution HasSubevent check rearview mirror,1
pollution PartOf drive car,drive car HasSubevent observe road sign,pollution HasSubevent observe road sign,1
pollution PartOf drive car,drive car HasSubevent look through window,pollution HasSubevent look through window,1
pollution PartOf drive car,drive car HasSubevent listen music,pollution HasSubevent listen music,1
pollution PartOf drive car,drive car HasSubevent experience road rage,pollution HasSubevent experience road rage,1
pollution PartOf drive car,drive car HasSubevent pass other car,pollution HasSubevent pass other car,1
pollution PartOf drive car,drive car HasSubevent listen talk radio,pollution HasSubevent listen talk radio,1
pollution PartOf drive car,drive car HasSubevent change gear,pollution HasSubevent change gear,1
pollution PartOf drive car,drive car HasSubevent concentrate,pollution HasSubevent concentrate,1
pollution PartOf drive car,drive car HasSubevent movement,pollution HasSubevent movement,1
pollution PartOf drive car,drive car HasSubevent time,pollution HasSubevent time,1
pollution PartOf drive car,drive car HasSubevent crash tree,pollution HasSubevent crash tree,1
pollution PartOf drive car,drive car HasSubevent go fast thrill,pollution HasSubevent go fast thrill,1
pollution PartOf drive car,drive car HasSubevent may hear engine,pollution HasSubevent may hear engine,1
pollution PartOf drive car,drive car HasSubevent stop red traffic light,pollution HasSubevent stop red traffic light,1
pollution PartOf drive car,drive car HasSubevent aware immediate surroundings,pollution HasSubevent aware immediate surroundings,1
pollution PartOf drive car,drive car HasSubevent watch other car,pollution HasSubevent watch other car,1
pollution PartOf drive car,drive car HasSubevent get lose,pollution HasSubevent get lose,1
pollution PartOf drive car,drive car HasSubevent swerve avoid hit,pollution HasSubevent swerve avoid hit,1
pollution PartOf drive car,drive car HasSubevent use turn signal,pollution HasSubevent use turn signal,1
pollution PartOf drive car,drive car HasSubevent witness accident,pollution HasSubevent witness accident,1
pollution PartOf drive car,drive car HasSubevent pay attention road condition,pollution HasSubevent pay attention road condition,1
pollution PartOf drive car,drive car HasSubevent tan leave arm,pollution HasSubevent tan leave arm,1
pollution PartOf drive car,drive car HasSubevent tan face,pollution HasSubevent tan face,1
pollution PartOf drive car,drive car HasSubevent exposure sunshine,pollution HasSubevent exposure sunshine,1
pollution PartOf drive car,drive car HasSubevent get stick traffic,pollution HasSubevent get stick traffic,1
pollution PartOf drive car,drive car HasSubevent panic,pollution HasSubevent panic,1
pollution PartOf drive car,drive car HasSubevent stop red light,pollution HasSubevent stop red light,1
pollution PartOf drive car,drive car HasSubevent may flat tire,pollution HasSubevent may flat tire,1
pollution PartOf drive car,drive car HasSubevent pass slow car,pollution HasSubevent pass slow car,1
pollution PartOf drive car,drive car HasSubevent ticket,pollution HasSubevent ticket,1
pollution PartOf drive car,drive car HasSubevent run over cat,pollution HasSubevent run over cat,1
pollution PartOf drive car,drive car HasSubevent use brake,pollution HasSubevent use brake,1
pollution PartOf drive car,drive car HasSubevent make oil executive rich,pollution HasSubevent make oil executive rich,1
pollution PartOf drive car,drive car HasSubevent air pollution,pollution HasSubevent air pollution,1
pollution PartOf drive car,drive car HasSubevent road rage,pollution HasSubevent road rage,1
pollution PartOf drive car,drive car HasSubevent brake,pollution HasSubevent brake,1
pollution PartOf drive car,drive car HasSubevent car use fuel,pollution HasSubevent car use fuel,1
pollution PartOf drive car,drive car HasSubevent use turn signal please,pollution HasSubevent use turn signal please,1
pollution PartOf drive car,drive car HasSubevent look go,pollution HasSubevent look go,1
pollution PartOf drive car,drive car HasSubevent drink soda,pollution HasSubevent drink soda,1
pollution PartOf drive car,drive car HasSubevent unlock car door,pollution HasSubevent unlock car door,1
pollution PartOf drive car,drive car HasSubevent might accident,pollution HasSubevent might accident,1
pollution PartOf drive car,drive car HasSubevent dodge animal,pollution HasSubevent dodge animal,1
pollution PartOf drive car,drive car HasSubevent open glove compartment,pollution HasSubevent open glove compartment,1
pollution PartOf drive car,drive car HasSubevent fatal accident,pollution HasSubevent fatal accident,1
pollution PartOf drive car,drive car HasSubevent flat tire,pollution HasSubevent flat tire,1
pollution PartOf drive car,drive car HasSubevent erect,pollution HasSubevent erect,1
pollution PartOf drive car,drive car HasSubevent remove clothe,pollution HasSubevent remove clothe,1
pollution PartOf drive car,drive car HasSubevent pray,pollution HasSubevent pray,1
pollution PartOf drive car,drive car HasSubevent eye up down,pollution HasSubevent eye up down,1
pollution PartOf drive car,drive car HasSubevent fall down,pollution HasSubevent fall down,1
pollution PartOf drive car,drive car HasSubevent supermarket,pollution HasSubevent supermarket,1
pollution PartOf drive car,drive car HasSubevent drawer,pollution HasSubevent drawer,1
pollution PartOf drive car,drive car HasSubevent sing,pollution HasSubevent sing,1
pollution PartOf drive car,drive car HasSubevent drink alcohol,pollution HasSubevent drink alcohol,1
pollution PartOf drive car,drive car HasSubevent behind wheel,pollution HasSubevent behind wheel,1
pollution PartOf drive car,drive car HasSubevent step gas,pollution HasSubevent step gas,1
pollution PartOf drive car,drive car HasSubevent step brake,pollution HasSubevent step brake,1
pollution PartOf drive car,drive car HasSubevent car stall,pollution HasSubevent car stall,1
pollution PartOf drive car,drive car HasSubevent tire lose air,pollution HasSubevent tire lose air,1
pollution PartOf drive car,drive car HasSubevent another driver honk horn,pollution HasSubevent another driver honk horn,1
pollution PartOf drive car,drive car HasSubevent policeman stop,pollution HasSubevent policeman stop,1
pollution PartOf drive car,drive car HasSubevent bottom out,pollution HasSubevent bottom out,1
pollution PartOf drive car,drive car HasSubevent tune radio,pollution HasSubevent tune radio,1
pollution PartOf drive car,drive car HasSubevent iphone,pollution HasSubevent iphone,1
speak PartOf wheel,wheel HasSubevent bore,speak HasSubevent bore,1
key PartOf door,door HasSubevent fun,key HasSubevent fun,1
rod PartOf eye,eye HasSubevent fall asleep,rod HasSubevent fall asleep,1
rod PartOf eye,eye HasSubevent sleep,rod HasSubevent sleep,1
rod PartOf eye,eye HasSubevent wet,rod HasSubevent wet,1
smile PartOf service,service HasSubevent ring bell,smile HasSubevent ring bell,1
smile PartOf make love,make love HasSubevent caress partner,smile HasSubevent caress partner,1
smile PartOf make love,make love HasSubevent talk dirty,smile HasSubevent talk dirty,1
smile PartOf make love,make love HasSubevent practice safe sex,smile HasSubevent practice safe sex,1
smile PartOf make love,make love HasSubevent laugh,smile HasSubevent laugh,1
smile PartOf make love,make love HasSubevent kiss,smile HasSubevent kiss,1
leg PartOf dog,dog HasSubevent pee against tree,leg HasSubevent pee against tree,1
water PartOf dog,dog HasSubevent pee against tree,water HasSubevent pee against tree,1
24 hour PartOf day,day HasSubevent light out,24 hour HasSubevent light out,1
practice PartOf play violin,play violin HasSubevent take lesson,practice HasSubevent take lesson,1
practice PartOf play violin,play violin HasSubevent music,practice HasSubevent music,1
practice PartOf play violin,play violin HasSubevent person listen,practice HasSubevent person listen,1
practice PartOf play violin,play violin HasSubevent bow string,practice HasSubevent bow string,1
practice PartOf play violin,play violin HasSubevent may make mistake,practice HasSubevent may make mistake,1
practice PartOf play violin,play violin HasSubevent hit flat note,practice HasSubevent hit flat note,1
practice PartOf play violin,play violin HasSubevent read music,practice HasSubevent read music,1
practice PartOf play violin,play violin HasSubevent look melodramatic,practice HasSubevent look melodramatic,1
practice PartOf play violin,play violin HasSubevent rosin bowstring,practice HasSubevent rosin bowstring,1
practice PartOf play violin,play violin HasSubevent listen sound,practice HasSubevent listen sound,1
practice PartOf play violin,play violin HasSubevent move bow along string,practice HasSubevent move bow along string,1
practice PartOf play violin,play violin HasSubevent learn violin,practice HasSubevent learn violin,1
practice PartOf play violin,play violin HasSubevent play wrong note,practice HasSubevent play wrong note,1
practice PartOf play violin,play violin HasSubevent hold bow,practice HasSubevent hold bow,1
practice PartOf play violin,play violin HasSubevent sound terrible,practice HasSubevent sound terrible,1
practice PartOf play violin,play violin HasSubevent string break,practice HasSubevent string break,1
practice PartOf play violin,play violin HasSubevent bow break,practice HasSubevent bow break,1
practice PartOf play violin,play violin HasSubevent callus,practice HasSubevent callus,1
practice PartOf play violin,play violin HasSubevent recite,practice HasSubevent recite,1
practice PartOf play violin,play violin HasSubevent music produce,practice HasSubevent music produce,1
practice PartOf play violin,play violin HasSubevent slip note,practice HasSubevent slip note,1
practice PartOf play violin,play violin HasSubevent shoulder cramp,practice HasSubevent shoulder cramp,1
practice PartOf play violin,play violin HasSubevent joint musical effort,practice HasSubevent joint musical effort,1
idea PartOf philosophy,philosophy HasSubevent learn,idea HasSubevent learn,1
fisherman PartOf car,car HasSubevent unlock door,fisherman HasSubevent unlock door,1
fisherman PartOf car,car HasSubevent sit down,fisherman HasSubevent sit down,1
manager PartOf company,company HasSubevent make eat,manager HasSubevent make eat,1
leader PartOf war,war HasSubevent fewer person world,leader HasSubevent fewer person world,1
fork PartOf dog,dog HasSubevent pee against tree,fork HasSubevent pee against tree,1
lose PartOf play sport,play sport HasSubevent take break drink water,lose HasSubevent take break drink water,1
lose PartOf play sport,play sport HasSubevent win sport,lose HasSubevent win sport,1
lose PartOf play sport,play sport HasSubevent get injure,lose HasSubevent get injure,1
lose PartOf play sport,play sport HasSubevent score,lose HasSubevent score,1
lose PartOf play sport,play sport HasSubevent run,lose HasSubevent run,1
lose PartOf play sport,play sport HasSubevent hit ball,lose HasSubevent hit ball,1
lose PartOf play sport,play sport HasSubevent groin pull,lose HasSubevent groin pull,1
lose PartOf play sport,play sport HasSubevent out breath,lose HasSubevent out breath,1
lose PartOf play sport,play sport HasSubevent win,lose HasSubevent win,1
lose PartOf play sport,play sport HasSubevent physically exert muscle,lose HasSubevent physically exert muscle,1
lose PartOf play sport,play sport HasSubevent drink water,lose HasSubevent drink water,1
lose PartOf play sport,play sport HasSubevent score point,lose HasSubevent score point,1
lose PartOf play sport,play sport HasSubevent sweaty,lose HasSubevent sweaty,1
lose PartOf play sport,play sport HasSubevent get injury,lose HasSubevent get injury,1
lose PartOf play sport,play sport HasSubevent get hurt,lose HasSubevent get hurt,1
lose PartOf play sport,play sport HasSubevent kick knee,lose HasSubevent kick knee,1
lose PartOf play sport,play sport HasSubevent tire,lose HasSubevent tire,1
lose PartOf play sport,play sport HasSubevent broken leg,lose HasSubevent broken leg,1
lose PartOf play sport,play sport HasSubevent fitter,lose HasSubevent fitter,1
lose PartOf play sport,play sport HasSubevent much exercise,lose HasSubevent much exercise,1
lose PartOf play sport,play sport HasSubevent become overly competitive,lose HasSubevent become overly competitive,1
lose PartOf play sport,play sport HasSubevent score goal,lose HasSubevent score goal,1
lose PartOf play sport,play sport HasSubevent become physically injure,lose HasSubevent become physically injure,1
lose PartOf play sport,play sport HasSubevent exercise fun human interaction,lose HasSubevent exercise fun human interaction,1
lose PartOf play sport,play sport HasSubevent use ball,lose HasSubevent use ball,1
lose PartOf play sport,play sport HasSubevent break ankle,lose HasSubevent break ankle,1
lose PartOf play sport,play sport HasSubevent shape,lose HasSubevent shape,1
lose PartOf play sport,play sport HasSubevent laugh,lose HasSubevent laugh,1
lose PartOf play sport,play sport HasSubevent listen coach,lose HasSubevent listen coach,1
lose PartOf play sport,play sport HasSubevent cheat,lose HasSubevent cheat,1
lose PartOf play sport,play sport HasSubevent punch opponent,lose HasSubevent punch opponent,1
lose PartOf play sport,play sport HasSubevent may injure,lose HasSubevent may injure,1
lose PartOf play sport,play sport HasSubevent dog get,lose HasSubevent dog get,1
lose PartOf play sport,play sport HasSubevent wind,lose HasSubevent wind,1
lose PartOf play sport,play sport HasSubevent study play book,lose HasSubevent study play book,1
lose PartOf play sport,play sport HasSubevent maintain eligibility,lose HasSubevent maintain eligibility,1
lose PartOf play sport,play sport HasSubevent win game,lose HasSubevent win game,1
lose PartOf play sport,play sport HasSubevent put thick sock,lose HasSubevent put thick sock,1
lose PartOf play sport,play sport HasSubevent throw ball,lose HasSubevent throw ball,1
lose PartOf play sport,play sport HasSubevent wear proper clothe,lose HasSubevent wear proper clothe,1
lose PartOf play sport,play sport HasSubevent dress role,lose HasSubevent dress role,1
lose PartOf play sport,play sport HasSubevent lose,lose HasSubevent lose,1
lose PartOf play sport,play sport HasSubevent breathe hard,lose HasSubevent breathe hard,1
lose PartOf play sport,play sport HasSubevent perspire,lose HasSubevent perspire,1
lose PartOf play sport,play sport HasSubevent erect,lose HasSubevent erect,1
lose PartOf play sport,play sport HasSubevent religion,lose HasSubevent religion,1
lose PartOf play sport,play sport HasSubevent die,lose HasSubevent die,1
lose PartOf play sport,play sport HasSubevent fall down,lose HasSubevent fall down,1
lose PartOf play sport,play sport HasSubevent fart,lose HasSubevent fart,1
lose PartOf play sport,play sport HasSubevent talk,lose HasSubevent talk,1
lose PartOf play sport,play sport HasSubevent think,lose HasSubevent think,1
lose PartOf play sport,play sport HasSubevent swing bat,lose HasSubevent swing bat,1
alternator PartOf car,car HasSubevent unlock door,alternator HasSubevent unlock door,1
alternator PartOf car,car HasSubevent sit down,alternator HasSubevent sit down,1
window PartOf car,car HasSubevent unlock door,window HasSubevent unlock door,1
window PartOf car,car HasSubevent sit down,window HasSubevent sit down,1
window PartOf dog,dog HasSubevent pee against tree,window HasSubevent pee against tree,1
bathtub PartOf bathroom,bathroom HasSubevent take shower,bathtub HasSubevent take shower,1
bathtub PartOf bathroom,bathroom HasSubevent brush tooth,bathtub HasSubevent brush tooth,1
bathtub PartOf bathroom,bathroom HasSubevent wash face,bathtub HasSubevent wash face,1
fuel pump PartOf car,car HasSubevent unlock door,fuel pump HasSubevent unlock door,1
fuel pump PartOf car,car HasSubevent sit down,fuel pump HasSubevent sit down,1
door PartOf car,car HasSubevent unlock door,door HasSubevent unlock door,1
door PartOf car,car HasSubevent sit down,door HasSubevent sit down,1
newspaper PartOf dog,dog HasSubevent pee against tree,newspaper HasSubevent pee against tree,1
sex PartOf make love,make love HasSubevent caress partner,sex HasSubevent caress partner,1
sex PartOf make love,make love HasSubevent talk dirty,sex HasSubevent talk dirty,1
sex PartOf make love,make love HasSubevent practice safe sex,sex HasSubevent practice safe sex,1
sex PartOf make love,make love HasSubevent laugh,sex HasSubevent laugh,1
sex PartOf make love,make love HasSubevent kiss,sex HasSubevent kiss,1
sex PartOf dog,dog HasSubevent pee against tree,sex HasSubevent pee against tree,1
band PartOf watch,watch HasSubevent watch,band HasSubevent watch,1
band PartOf watch,watch HasSubevent spellbind,band HasSubevent spellbind,1
audience PartOf car,car HasSubevent unlock door,audience HasSubevent unlock door,1
audience PartOf car,car HasSubevent sit down,audience HasSubevent sit down,1
president PartOf company,company HasSubevent make eat,president HasSubevent make eat,1
blade PartOf see,see HasSubevent tornado go basement,blade HasSubevent tornado go basement,1
skin PartOf plant,plant HasSubevent want grow,skin HasSubevent want grow,1
carpet PartOf dog,dog HasSubevent pee against tree,carpet HasSubevent pee against tree,1
error PartOf learn,learn HasSubevent new information,error HasSubevent new information,1
error PartOf learn,learn HasSubevent desire pursue further,error HasSubevent desire pursue further,1
error PartOf learn,learn HasSubevent new method,error HasSubevent new method,1
error PartOf learn,learn HasSubevent change preconcieve notion,error HasSubevent change preconcieve notion,1
error PartOf learn,learn HasSubevent read,error HasSubevent read,1
error PartOf learn,learn HasSubevent remember information,error HasSubevent remember information,1
error PartOf learn,learn HasSubevent expand universe,error HasSubevent expand universe,1
error PartOf learn,learn HasSubevent listen teacher,error HasSubevent listen teacher,1
error PartOf learn,learn HasSubevent pay attention teacher,error HasSubevent pay attention teacher,1
error PartOf learn,learn HasSubevent frustrate,error HasSubevent frustrate,1
error PartOf learn,learn HasSubevent search net,error HasSubevent search net,1
error PartOf learn,learn HasSubevent listen study,error HasSubevent listen study,1
error PartOf learn,learn HasSubevent study different text book,error HasSubevent study different text book,1
error PartOf learn,learn HasSubevent gain new knowledge,error HasSubevent gain new knowledge,1
error PartOf learn,learn HasSubevent inspire,error HasSubevent inspire,1
error PartOf learn,learn HasSubevent forget,error HasSubevent forget,1
error PartOf learn,learn HasSubevent correct teacher,error HasSubevent correct teacher,1
error PartOf learn,learn HasSubevent wish not,error HasSubevent wish not,1
error PartOf learn,learn HasSubevent hungry,error HasSubevent hungry,1
error PartOf learn,learn HasSubevent insight,error HasSubevent insight,1
error PartOf learn,learn HasSubevent shift attitude,error HasSubevent shift attitude,1
error PartOf learn,learn HasSubevent apply mind towards subject,error HasSubevent apply mind towards subject,1
error PartOf learn,learn HasSubevent take note,error HasSubevent take note,1
error PartOf learn,learn HasSubevent emjoy process,error HasSubevent emjoy process,1
error PartOf learn,learn HasSubevent improve performance,error HasSubevent improve performance,1
error PartOf learn,learn HasSubevent write information notepad,error HasSubevent write information notepad,1
error PartOf learn,learn HasSubevent increase intelligence,error HasSubevent increase intelligence,1
error PartOf learn,learn HasSubevent create new synaptic connection,error HasSubevent create new synaptic connection,1
error PartOf learn,learn HasSubevent internalize concept,error HasSubevent internalize concept,1
soap dish PartOf bath,bath HasSubevent get soapy,soap dish HasSubevent get soapy,1
soap dish PartOf bath,bath HasSubevent smell better,soap dish HasSubevent smell better,1
soap dish PartOf bath,bath HasSubevent turn water,soap dish HasSubevent turn water,1
soap dish PartOf bath,bath HasSubevent fill bathtub warm water,soap dish HasSubevent fill bathtub warm water,1
soap dish PartOf bath,bath HasSubevent use bubble mix,soap dish HasSubevent use bubble mix,1
soap dish PartOf bath,bath HasSubevent wash hair,soap dish HasSubevent wash hair,1
soap dish PartOf bath,bath HasSubevent put water tub,soap dish HasSubevent put water tub,1
soap dish PartOf bath,bath HasSubevent not dirty anymore,soap dish HasSubevent not dirty anymore,1
soap dish PartOf bath,bath HasSubevent slip fall,soap dish HasSubevent slip fall,1
soap dish PartOf bath,bath HasSubevent wash behind ear,soap dish HasSubevent wash behind ear,1
soap dish PartOf bath,bath HasSubevent notice finger wrinkle,soap dish HasSubevent notice finger wrinkle,1
soap dish PartOf bath,bath HasSubevent water get dirty,soap dish HasSubevent water get dirty,1
soap dish PartOf bath,bath HasSubevent lay,soap dish HasSubevent lay,1
soap dish PartOf bath,bath HasSubevent skin wrinkle up,soap dish HasSubevent skin wrinkle up,1
soap dish PartOf bath,bath HasSubevent cleaner,soap dish HasSubevent cleaner,1
soap dish PartOf bath,bath HasSubevent use bubble,soap dish HasSubevent use bubble,1
soap dish PartOf bath,bath HasSubevent might clean,soap dish HasSubevent might clean,1
soap dish PartOf bath,bath HasSubevent play water,soap dish HasSubevent play water,1
soap dish PartOf bath,bath HasSubevent use water soap,soap dish HasSubevent use water soap,1
soap dish PartOf bath,bath HasSubevent slip soap,soap dish HasSubevent slip soap,1
soap dish PartOf bath,bath HasSubevent use soap clean away dirt,soap dish HasSubevent use soap clean away dirt,1
soap dish PartOf bath,bath HasSubevent slip,soap dish HasSubevent slip,1
soap dish PartOf bath,bath HasSubevent get soap eye,soap dish HasSubevent get soap eye,1
soap dish PartOf bath,bath HasSubevent fuck,soap dish HasSubevent fuck,1
soap dish PartOf bath,bath HasSubevent touch myself,soap dish HasSubevent touch myself,1
soap dish PartOf bath,bath HasSubevent masterbate,soap dish HasSubevent masterbate,1
soap dish PartOf bath,bath HasSubevent lather up soap,soap dish HasSubevent lather up soap,1
soap dish PartOf bath,bath HasSubevent jack off,soap dish HasSubevent jack off,1
soap dish PartOf bath,bath HasSubevent water cold,soap dish HasSubevent water cold,1
soap dish PartOf bath,bath HasSubevent read,soap dish HasSubevent read,1
soap dish PartOf bath,bath HasSubevent slip tub,soap dish HasSubevent slip tub,1
soap dish PartOf bath,bath HasSubevent drop soap,soap dish HasSubevent drop soap,1
soap dish PartOf bath,bath HasSubevent skin pucker,soap dish HasSubevent skin pucker,1
soap dish PartOf bath,bath HasSubevent body become clean,soap dish HasSubevent body become clean,1
soap dish PartOf bath,bath HasSubevent read newspaper,soap dish HasSubevent read newspaper,1
soap dish PartOf bath,bath HasSubevent fill tub warm water,soap dish HasSubevent fill tub warm water,1
soap dish PartOf bath,bath HasSubevent sing,soap dish HasSubevent sing,1
soap dish PartOf bath,bath HasSubevent time yourself,soap dish HasSubevent time yourself,1
soap dish PartOf bath,bath HasSubevent eye up down,soap dish HasSubevent eye up down,1
soap dish PartOf bath,bath HasSubevent long hair,soap dish HasSubevent long hair,1
soap dish PartOf bath,bath HasSubevent sex,soap dish HasSubevent sex,1
speaker PartOf computer,computer HasSubevent type,speaker HasSubevent type,1
venu PartOf person,person HasSubevent crave eat sweet,venu HasSubevent crave eat sweet,1
venu PartOf person,person HasSubevent gun fight quick win,venu HasSubevent gun fight quick win,1
hair PartOf dog,dog HasSubevent pee against tree,hair HasSubevent pee against tree,1
furniture PartOf dog,dog HasSubevent pee against tree,furniture HasSubevent pee against tree,1
ring PartOf plant,plant HasSubevent want grow,ring HasSubevent want grow,1
soda PartOf dog,dog HasSubevent pee against tree,soda HasSubevent pee against tree,1
victim PartOf war,war HasSubevent fewer person world,victim HasSubevent fewer person world,1
wall PartOf plant,plant HasSubevent want grow,wall HasSubevent want grow,1
bed PartOf dog,dog HasSubevent pee against tree,bed HasSubevent pee against tree,1
head PartOf penis,penis HasSubevent fun,head HasSubevent fun,1
head PartOf hammer,hammer HasSubevent everth look like nail,head HasSubevent everth look like nail,1
head PartOf hammer,hammer HasSubevent hit thumb,head HasSubevent hit thumb,1
bulb PartOf plant,plant HasSubevent want grow,bulb HasSubevent want grow,1
wrinkle skin PartOf age,age HasSubevent hair turn white,wrinkle skin HasSubevent hair turn white,1
wrinkle skin PartOf age,age HasSubevent become old,wrinkle skin HasSubevent become old,1
customer PartOf company,company HasSubevent make eat,customer HasSubevent make eat,1
wheel PartOf skateboard,skateboard HasSubevent buy skateboard,wheel HasSubevent buy skateboard,1
wheel PartOf skateboard,skateboard HasSubevent ollie,wheel HasSubevent ollie,1
wheel PartOf skateboard,skateboard HasSubevent knock person over,wheel HasSubevent knock person over,1
wheel PartOf skateboard,skateboard HasSubevent impress young girl,wheel HasSubevent impress young girl,1
wheel PartOf skateboard,skateboard HasSubevent get fit,wheel HasSubevent get fit,1
wheel PartOf skateboard,skateboard HasSubevent fall break skull,wheel HasSubevent fall break skull,1
wheel PartOf skateboard,skateboard HasSubevent prove no long teenager,wheel HasSubevent prove no long teenager,1
wheel PartOf skateboard,skateboard HasSubevent fall,wheel HasSubevent fall,1
wheel PartOf skateboard,skateboard HasSubevent scrape knee,wheel HasSubevent scrape knee,1
wheel PartOf skateboard,skateboard HasSubevent break leg,wheel HasSubevent break leg,1
wheel PartOf skateboard,skateboard HasSubevent ticket,wheel HasSubevent ticket,1
