premise_1,premise_2,inferred,support_count
bath LocatedNear shower,shower Causes wet hair,bath Causes wet hair,1
kitten LocatedNear cat,cat Causes understand,kitten Causes understand,1
class LocatedNear work,work Causes produce,class Causes produce,1
class LocatedNear work,work Causes become bore,class Causes become bore,1
class LocatedNear work,work Causes creation,class Causes creation,1
class LocatedNear work,work Causes exhaustion,class Causes exhaustion,1
class LocatedNear work,work Causes fatigue,class Causes fatigue,1
class LocatedNear work,work Causes earn paycheck,class Causes earn paycheck,1
class LocatedNear work,work Causes make enough money fee yourself,class Causes make enough money fee yourself,1
class LocatedNear work,work Causes body become tire,class Causes body become tire,1
class LocatedNear work,work Causes bank account increase,class Causes bank account increase,1
class LocatedNear work,work Causes prosperity,class Causes prosperity,1
class LocatedNear work,work Causes sense accomplishment,class Causes sense accomplishment,1
class LocatedNear work,work Causes reward,class Causes reward,1
class LocatedNear work,work Causes frustration,class Causes frustration,1
class LocatedNear work,work Causes experience,class Causes experience,1
class LocatedNear work,work Causes produce product,class Causes produce product,1
class LocatedNear work,work Causes result,class Causes result,1
class LocatedNear work,work Causes boredom,class Causes boredom,1
class LocatedNear work,work Causes stress irritation,class Causes stress irritation,1
class LocatedNear work,work Causes work done,class Causes work done,1
class LocatedNear work,work Causes blister,class Causes blister,1
class LocatedNear work,work Causes project finish,class Causes project finish,1
class LocatedNear work,work Causes work stress,class Causes work stress,1
class LocatedNear work,work Causes rich rich,class Causes rich rich,1
class LocatedNear work,work Causes finish task,class Causes finish task,1
class LocatedNear work,work Causes better self-esteem,class Causes better self-esteem,1
class LocatedNear work,work Causes waste life,class Causes waste life,1
class LocatedNear work,work Causes tiredness,class Causes tiredness,1
class LocatedNear work,work Causes hunger,class Causes hunger,1
class LocatedNear work,work Causes feel exhaust,class Causes feel exhaust,1
class LocatedNear work,work Causes buy house,class Causes buy house,1
class LocatedNear work,work Causes get marry,class Causes get marry,1
class LocatedNear work,work Causes buy new car,class Causes buy new car,1
class LocatedNear work,work Causes go dinner,class Causes go dinner,1
class LocatedNear work,work Causes make,class Causes make,1
paper LocatedNear pen,pen Causes pain,paper Causes pain,1
paper LocatedNear pen,pen Causes sleep,paper Causes sleep,1
paper LocatedNear pencil,pencil Causes stress,paper Causes stress,1
paper LocatedNear pencil,pencil Causes boredom,paper Causes boredom,1
paper LocatedNear write,write Causes written down,paper Causes written down,1
paper LocatedNear write,write Causes hand cramp,paper Causes hand cramp,1
paper LocatedNear write,write Causes record information,paper Causes record information,1
paper LocatedNear write,write Causes clarify thought,paper Causes clarify thought,1
paper LocatedNear write,write Causes catharsis,paper Causes catharsis,1
paper LocatedNear write,write Causes record idea thought,paper Causes record idea thought,1
paper LocatedNear write,write Causes orgasm,paper Causes orgasm,1
paper LocatedNear write,write Causes writer cramp,paper Causes writer cramp,1
paper LocatedNear write,write Causes wrist pain,paper Causes wrist pain,1
paper LocatedNear write,write Causes hand cramp up,paper Causes hand cramp up,1
paper LocatedNear write,write Causes carpol tunnel syndrome,paper Causes carpol tunnel syndrome,1
paper LocatedNear write,write Causes cramp hand,paper Causes cramp hand,1
paper LocatedNear write,write Causes get publish,paper Causes get publish,1
paper LocatedNear write,write Causes world change,paper Causes world change,1
paper LocatedNear write,write Causes carpal tunnel syndrome,paper Causes carpal tunnel syndrome,1
paper LocatedNear write,write Causes change government,paper Causes change government,1
paper LocatedNear write,write Causes writers' cramp,paper Causes writers' cramp,1
paper LocatedNear write,write Causes hand get tire,paper Causes hand get tire,1
paper LocatedNear write,write Causes political practical change,paper Causes political practical change,1
paper LocatedNear write,write Causes create prose,paper Causes create prose,1
paper LocatedNear write,write Causes revolution,paper Causes revolution,1
paper LocatedNear write,write Causes save late,paper Causes save late,1
paper LocatedNear write,write Causes cramp,paper Causes cramp,1
paper LocatedNear write,write Causes alphabet paper,paper Causes alphabet paper,1
smoke LocatedNear cigarette,cigarette Causes fire,smoke Causes fire,1
smoke LocatedNear fire,fire Causes pain,smoke Causes pain,1
smoke LocatedNear fire,fire Causes oxidize,smoke Causes oxidize,1
smoke LocatedNear fire,fire Causes firefighter go action,smoke Causes firefighter go action,1
smoke LocatedNear fire,fire Causes melt,smoke Causes melt,1
smoke LocatedNear fire,fire Causes anomalous behaviour,smoke Causes anomalous behaviour,1
shower LocatedNear bath,bath Causes rash,shower Causes rash,1
shower LocatedNear bath,bath Causes drown,shower Causes drown,1
shower LocatedNear bath,bath Causes human body becokme clean,shower Causes human body becokme clean,1
shower LocatedNear bath,bath Causes become clean,shower Causes become clean,1
shower LocatedNear bath,bath Causes become wet,shower Causes become wet,1
shower LocatedNear bath,bath Causes muscle relax,shower Causes muscle relax,1
shower LocatedNear bath,bath Causes use soap,shower Causes use soap,1
shower LocatedNear bath,bath Causes get wet clean,shower Causes get wet clean,1
shower LocatedNear bath,bath Causes skin little oil,shower Causes skin little oil,1
shower LocatedNear bath,bath Causes use lot water,shower Causes use lot water,1
shower LocatedNear bath,bath Causes skin wrinkle up temporarily,shower Causes skin wrinkle up temporarily,1
shower LocatedNear bath,bath Causes run out soap,shower Causes run out soap,1
shower LocatedNear bath,bath Causes exfoliation,shower Causes exfoliation,1
shower LocatedNear bath,bath Causes body smell sweet,shower Causes body smell sweet,1
shower LocatedNear bath,bath Causes clean baby,shower Causes clean baby,1
shower LocatedNear bath,bath Causes orgasm,shower Causes orgasm,1
shower LocatedNear bath,bath Causes get cleaner,shower Causes get cleaner,1
shower LocatedNear bath,bath Causes cleanse relaxation,shower Causes cleanse relaxation,1
shower LocatedNear bath,bath Causes tension ease,shower Causes tension ease,1
shower LocatedNear bath,bath Causes need towel,shower Causes need towel,1
shower LocatedNear bath,bath Causes nice warm,shower Causes nice warm,1
shower LocatedNear bath,bath Causes make yourself clean,shower Causes make yourself clean,1
shower LocatedNear bath,bath Causes use water,shower Causes use water,1
shower LocatedNear bath,bath Causes wetness,shower Causes wetness,1
shower LocatedNear bath,bath Causes relax muscle,shower Causes relax muscle,1
shower LocatedNear bath,bath Causes loosen muscle,shower Causes loosen muscle,1
shower LocatedNear bath,bath Causes smell sweet,shower Causes smell sweet,1
shower LocatedNear bath,bath Causes cleanness,shower Causes cleanness,1
shower LocatedNear bath,bath Causes smell little,shower Causes smell little,1
shower LocatedNear bath,bath Causes will drown,shower Causes will drown,1
shower LocatedNear bath,bath Causes relaxation,shower Causes relaxation,1
shower LocatedNear bath,bath Causes not fuck smell,shower Causes not fuck smell,1
shower LocatedNear bath,bath Causes dry skin,shower Causes dry skin,1
shower LocatedNear bath,bath Causes wrinkle skin,shower Causes wrinkle skin,1
shower LocatedNear bath,bath Causes dirt go away,shower Causes dirt go away,1
shower LocatedNear bath,bath Causes wet tub,shower Causes wet tub,1
shower LocatedNear bath,bath Causes seen naked,shower Causes seen naked,1
shower LocatedNear bath,bath Causes relaxation cleanliness,shower Causes relaxation cleanliness,1
shower LocatedNear bath,bath Causes wet skin,shower Causes wet skin,1
shower LocatedNear bath,bath Causes dirt remove pore,shower Causes dirt remove pore,1
shower LocatedNear bath,bath Causes clean relax,shower Causes clean relax,1
shower LocatedNear bath,bath Causes bath while seat,shower Causes bath while seat,1
shower LocatedNear bath,bath Causes get dog clean,shower Causes get dog clean,1
shower LocatedNear bath,bath Causes nudity,shower Causes nudity,1
shower LocatedNear bath,bath Causes refresh feel,shower Causes refresh feel,1
shower LocatedNear bath,bath Causes clean smell good,shower Causes clean smell good,1
shower LocatedNear bath,bath Causes soft skin,shower Causes soft skin,1
shower LocatedNear bath,bath Causes ring around tub,shower Causes ring around tub,1
shower LocatedNear bath,bath Causes body freshness,shower Causes body freshness,1
shower LocatedNear bath,bath Causes get fresh,shower Causes get fresh,1
shower LocatedNear bath,bath Causes personal cleanliness,shower Causes personal cleanliness,1
shower LocatedNear bath,bath Causes hygeine improve,shower Causes hygeine improve,1
shower LocatedNear bath,bath Causes clear,shower Causes clear,1
shower LocatedNear bath,bath Causes clean skin,shower Causes clean skin,1
shower LocatedNear bath,bath Causes time,shower Causes time,1
shower LocatedNear bath,bath Causes fairy tale,shower Causes fairy tale,1
shower LocatedNear bath,bath Causes python,shower Causes python,1
shower LocatedNear bath,bath Causes feel contentment,shower Causes feel contentment,1
person LocatedNear alone,alone Causes get lonely,person Causes get lonely,1
person LocatedNear alone,alone Causes lonliness,person Causes lonliness,1
person LocatedNear alone,alone Causes serenity,person Causes serenity,1
person LocatedNear alone,alone Causes depression,person Causes depression,1
sail LocatedNear wind,wind Causes wave,sail Causes wave,1
sail LocatedNear wind,wind Causes window rattle,sail Causes window rattle,1
party LocatedNear birthday,birthday Causes understand world,party Causes understand world,1
party LocatedNear alcohol,alcohol Causes dizziness dizziness cause accident,party Causes dizziness dizziness cause accident,1
party LocatedNear alcohol,alcohol Causes drunkenness,party Causes drunkenness,1
party LocatedNear alcohol,alcohol Causes hangover,party Causes hangover,1
party LocatedNear alcohol,alcohol Causes amnesia,party Causes amnesia,1
party LocatedNear alcohol,alcohol Causes brewer droop,party Causes brewer droop,1
party LocatedNear alcohol,alcohol Causes damage body,party Causes damage body,1
party LocatedNear alcohol,alcohol Causes stupid,party Causes stupid,1
chair LocatedNear desk,desk Causes fun,chair Causes fun,1
game LocatedNear play,play Causes learn,game Causes learn,1
game LocatedNear play,play Causes skin knee,game Causes skin knee,1
game LocatedNear play,play Causes competitiveness,game Causes competitiveness,1
game LocatedNear play,play Causes get tire much fun,game Causes get tire much fun,1
game LocatedNear play,play Causes lose,game Causes lose,1
game LocatedNear play,play Causes use up energy,game Causes use up energy,1
game LocatedNear play,play Causes get tire,game Causes get tire,1
game LocatedNear play,play Causes skill development interaction,game Causes skill development interaction,1
game LocatedNear play,play Causes audience hear music,game Causes audience hear music,1
game LocatedNear play,play Causes satisfaction,game Causes satisfaction,1
game LocatedNear play,play Causes feel happy,game Causes feel happy,1
game LocatedNear play,play Causes fatigue,game Causes fatigue,1
game LocatedNear play,play Causes hungry,game Causes hungry,1
game LocatedNear play,play Causes initiate creative energy,game Causes initiate creative energy,1
game LocatedNear play,play Causes loose,game Causes loose,1
game LocatedNear play,play Causes fitness,game Causes fitness,1
game LocatedNear play,play Causes want rest,game Causes want rest,1
game LocatedNear play,play Causes dream,game Causes dream,1
game LocatedNear computer,computer Causes learn,game Causes learn,1
game LocatedNear computer,computer Causes end workday,game Causes end workday,1
game LocatedNear computer,computer Causes injury,game Causes injury,1
bank LocatedNear money,money Causes greed,bank Causes greed,1
bank LocatedNear money,money Causes debt,bank Causes debt,1
bank LocatedNear money,money Causes happiness,bank Causes happiness,1
bank LocatedNear money,money Causes little money,bank Causes little money,1
bank LocatedNear money,money Causes stress,bank Causes stress,1
moon LocatedNear star,star Causes gravitational pull,moon Causes gravitational pull,1
moon LocatedNear star,star Causes radiant heat,moon Causes radiant heat,1
bird LocatedNear read,read Causes get tire fall asleep,bird Causes get tire fall asleep,1
bird LocatedNear read,read Causes learn new,bird Causes learn new,1
bird LocatedNear read,read Causes eyestrain,bird Causes eyestrain,1
bird LocatedNear read,read Causes get sleepy,bird Causes get sleepy,1
bird LocatedNear read,read Causes increase knowledge,bird Causes increase knowledge,1
bird LocatedNear read,read Causes become smart,bird Causes become smart,1
bird LocatedNear read,read Causes entertain,bird Causes entertain,1
bird LocatedNear read,read Causes drowsiness,bird Causes drowsiness,1
bird LocatedNear read,read Causes know,bird Causes know,1
bird LocatedNear read,read Causes eye sore,bird Causes eye sore,1
bird LocatedNear read,read Causes headache,bird Causes headache,1
bird LocatedNear read,read Causes new perspective,bird Causes new perspective,1
bird LocatedNear read,read Causes short sightedness,bird Causes short sightedness,1
bird LocatedNear read,read Causes eye strain,bird Causes eye strain,1
bird LocatedNear read,read Causes broaden knowledge base,bird Causes broaden knowledge base,1
bird LocatedNear read,read Causes calmness,bird Causes calmness,1
bird LocatedNear read,read Causes idea,bird Causes idea,1
bird LocatedNear read,read Causes strange idea,bird Causes strange idea,1
bird LocatedNear read,read Causes tire eye,bird Causes tire eye,1
bird LocatedNear read,read Causes headache eye strain,bird Causes headache eye strain,1
bird LocatedNear read,read Causes learn new excite,bird Causes learn new excite,1
bird LocatedNear read,read Causes boredom,bird Causes boredom,1
bird LocatedNear read,read Causes happiness,bird Causes happiness,1
bird LocatedNear read,read Causes can learn,bird Causes can learn,1
bird LocatedNear read,read Causes intelligent,bird Causes intelligent,1
bird LocatedNear read,read Causes know much,bird Causes know much,1
bird LocatedNear read,read Causes poor eyesight,bird Causes poor eyesight,1
bird LocatedNear read,read Causes learn better grammar,bird Causes learn better grammar,1
exercise LocatedNear lose weight,lose weight Causes person compliment look thinner,exercise Causes person compliment look thinner,1
exercise LocatedNear lose weight,lose weight Causes buy new clothe,exercise Causes buy new clothe,1
exercise LocatedNear lose weight,lose weight Causes become thiner,exercise Causes become thiner,1
exercise LocatedNear lose weight,lose weight Causes healthy,exercise Causes healthy,1
exercise LocatedNear lose weight,lose weight Causes clothe no long fit,exercise Causes clothe no long fit,1
exercise LocatedNear lose weight,lose weight Causes become heal,exercise Causes become heal,1
exercise LocatedNear lose weight,lose weight Causes become lighter,exercise Causes become lighter,1
exercise LocatedNear lose weight,lose weight Causes beauty,exercise Causes beauty,1
exercise LocatedNear lose weight,lose weight Causes clothe become baggy,exercise Causes clothe become baggy,1
exercise LocatedNear lose weight,lose weight Causes decomposition,exercise Causes decomposition,1
exercise LocatedNear lose weight,lose weight Causes hunger,exercise Causes hunger,1
exercise LocatedNear lose weight,lose weight Causes increase energy,exercise Causes increase energy,1
exercise LocatedNear lose weight,lose weight Causes gain energy,exercise Causes gain energy,1
exercise LocatedNear lose weight,lose weight Causes pick up girl,exercise Causes pick up girl,1
exercise LocatedNear lose weight,lose weight Causes excess skin,exercise Causes excess skin,1
exercise LocatedNear lose weight,lose weight Causes loose skin,exercise Causes loose skin,1
exercise LocatedNear lose weight,lose weight Causes tight clothe fit better,exercise Causes tight clothe fit better,1
exercise LocatedNear lose weight,lose weight Causes change clothe size,exercise Causes change clothe size,1
exercise LocatedNear lose weight,lose weight Causes sag skin,exercise Causes sag skin,1
exercise LocatedNear lose weight,lose weight Causes need new wardrobe,exercise Causes need new wardrobe,1
exercise LocatedNear lose weight,lose weight Causes gaunt look,exercise Causes gaunt look,1
exercise LocatedNear lose weight,lose weight Causes need tighten belt,exercise Causes need tighten belt,1
exercise LocatedNear lose weight,lose weight Causes shapely look,exercise Causes shapely look,1
exercise LocatedNear lose weight,lose weight Causes booze,exercise Causes booze,1
exercise LocatedNear lose weight,lose weight Causes saggy butt,exercise Causes saggy butt,1
exercise LocatedNear lose weight,lose weight Causes not heavy,exercise Causes not heavy,1
exercise LocatedNear lose weight,lose weight Causes loose fit clothe,exercise Causes loose fit clothe,1
exercise LocatedNear lose weight,lose weight Causes death,exercise Causes death,1
exercise LocatedNear lose weight,lose weight Causes weight loss,exercise Causes weight loss,1
exercise LocatedNear lose weight,lose weight Causes clothe fit better,exercise Causes clothe fit better,1
exercise LocatedNear lose weight,lose weight Causes become anorexic,exercise Causes become anorexic,1
exercise LocatedNear lose weight,lose weight Causes become beautiful,exercise Causes become beautiful,1
exercise LocatedNear lose weight,lose weight Causes lighter body,exercise Causes lighter body,1
exercise LocatedNear lose weight,lose weight Causes decrease chance high blood pressure diabetes,exercise Causes decrease chance high blood pressure diabetes,1
exercise LocatedNear lose weight,lose weight Causes get love,exercise Causes get love,1
restaurant LocatedNear eat,eat Causes defecate,restaurant Causes defecate,1
restaurant LocatedNear eat,eat Causes stomach ache,restaurant Causes stomach ache,1
restaurant LocatedNear eat,eat Causes feel little hungry,restaurant Causes feel little hungry,1
restaurant LocatedNear eat,eat Causes dyspepsia,restaurant Causes dyspepsia,1
restaurant LocatedNear eat,eat Causes become full,restaurant Causes become full,1
restaurant LocatedNear eat,eat Causes feel full,restaurant Causes feel full,1
restaurant LocatedNear eat,eat Causes obesity,restaurant Causes obesity,1
restaurant LocatedNear eat,eat Causes stain shirt,restaurant Causes stain shirt,1
restaurant LocatedNear eat,eat Causes make little hungry,restaurant Causes make little hungry,1
restaurant LocatedNear eat,eat Causes satisfy feel fullness,restaurant Causes satisfy feel fullness,1
restaurant LocatedNear eat,eat Causes death,restaurant Causes death,1
restaurant LocatedNear eat,eat Causes gas,restaurant Causes gas,1
restaurant LocatedNear eat,eat Causes end hunger,restaurant Causes end hunger,1
restaurant LocatedNear eat,eat Causes full belly,restaurant Causes full belly,1
restaurant LocatedNear eat,eat Causes cancer colon,restaurant Causes cancer colon,1
restaurant LocatedNear eat,eat Causes full stomach,restaurant Causes full stomach,1
restaurant LocatedNear eat,eat Causes indigestion,restaurant Causes indigestion,1
restaurant LocatedNear eat,eat Causes nausea,restaurant Causes nausea,1
restaurant LocatedNear eat,eat Causes become fat,restaurant Causes become fat,1
restaurant LocatedNear eat,eat Causes stomach upset,restaurant Causes stomach upset,1
restaurant LocatedNear eat,eat Causes trash wrapper,restaurant Causes trash wrapper,1
restaurant LocatedNear eat,eat Causes tire,restaurant Causes tire,1
restaurant LocatedNear eat,eat Causes become overweight,restaurant Causes become overweight,1
restaurant LocatedNear eat,eat Causes fece,restaurant Causes fece,1
restaurant LocatedNear eat,eat Causes reduce,restaurant Causes reduce,1
restaurant LocatedNear eat,eat Causes tooth need brush,restaurant Causes tooth need brush,1
restaurant LocatedNear eat,eat Causes mouth need clean,restaurant Causes mouth need clean,1
restaurant LocatedNear eat,eat Causes stomach feel full,restaurant Causes stomach feel full,1
restaurant LocatedNear eat,eat Causes gain energy,restaurant Causes gain energy,1
restaurant LocatedNear eat,eat Causes heartburn,restaurant Causes heartburn,1
restaurant LocatedNear eat,eat Causes bloat,restaurant Causes bloat,1
restaurant LocatedNear eat,eat Causes decrease hunger,restaurant Causes decrease hunger,1
restaurant LocatedNear eat,eat Causes satisfaction,restaurant Causes satisfaction,1
restaurant LocatedNear eat,eat Causes sleepy,restaurant Causes sleepy,1
restaurant LocatedNear eat,eat Causes not hungry any,restaurant Causes not hungry any,1
restaurant LocatedNear eat,eat Causes happy,restaurant Causes happy,1
restaurant LocatedNear eat,eat Causes eaten,restaurant Causes eaten,1
restaurant LocatedNear eat,eat Causes feel rejuvenate,restaurant Causes feel rejuvenate,1
restaurant LocatedNear eat,eat Causes stomach fuller,restaurant Causes stomach fuller,1
restaurant LocatedNear eat,eat Causes food start digest,restaurant Causes food start digest,1
bottle LocatedNear beer,beer Causes drunkenness,bottle Causes drunkenness,1
bottle LocatedNear drink,drink Causes little thirst,bottle Causes little thirst,1
bottle LocatedNear drink,drink Causes die car crash,bottle Causes die car crash,1
bottle LocatedNear drink,drink Causes headache,bottle Causes headache,1
bottle LocatedNear drink,drink Causes wet mouth,bottle Causes wet mouth,1
bottle LocatedNear drink,drink Causes go pee,bottle Causes go pee,1
bottle LocatedNear drink,drink Causes little thirsty,bottle Causes little thirsty,1
bottle LocatedNear drink,drink Causes intoxication,bottle Causes intoxication,1
bottle LocatedNear drink,drink Causes get totally drunk,bottle Causes get totally drunk,1
bottle LocatedNear drink,drink Causes drunkenness,bottle Causes drunkenness,1
bottle LocatedNear drink,drink Causes sickness,bottle Causes sickness,1
bottle LocatedNear drink,drink Causes loss control,bottle Causes loss control,1
bottle LocatedNear drink,drink Causes destruction brain cell,bottle Causes destruction brain cell,1
bottle LocatedNear drink,drink Causes stupidity,bottle Causes stupidity,1
bottle LocatedNear drink,drink Causes full bladder,bottle Causes full bladder,1
bottle LocatedNear drink,drink Causes hydrate body,bottle Causes hydrate body,1
bottle LocatedNear drink,drink Causes body become rehydrate,bottle Causes body become rehydrate,1
bottle LocatedNear drink,drink Causes pee late,bottle Causes pee late,1
bottle LocatedNear drink,drink Causes drunken stupidity,bottle Causes drunken stupidity,1
bottle LocatedNear drink,drink Causes need urinate,bottle Causes need urinate,1
bottle LocatedNear drink,drink Causes become drunk,bottle Causes become drunk,1
bottle LocatedNear drink,drink Causes sleepy,bottle Causes sleepy,1
bottle LocatedNear drink,drink Causes dizziness,bottle Causes dizziness,1
bottle LocatedNear drink,drink Causes feel dizzy,bottle Causes feel dizzy,1
bottle LocatedNear drink,drink Causes not thirsty anymore,bottle Causes not thirsty anymore,1
bottle LocatedNear drink,drink Causes mouth wet,bottle Causes mouth wet,1
surprise LocatedNear birthday,birthday Causes understand world,surprise Causes understand world,1
die LocatedNear death,death Causes cessation cognition,die Causes cessation cognition,1
die LocatedNear death,death Causes sorrow,die Causes sorrow,1
die LocatedNear death,death Causes rebirth,die Causes rebirth,1
die LocatedNear death,death Causes decomposition,die Causes decomposition,1
die LocatedNear death,death Causes sadness,die Causes sadness,1
die LocatedNear death,death Causes burial,die Causes burial,1
die LocatedNear death,death Causes life stop,die Causes life stop,1
die LocatedNear old age,old age Causes death,die Causes death,1
die LocatedNear old age,old age Causes bald,die Causes bald,1
cry LocatedNear eye,eye Causes entertainment,cry Causes entertainment,1
horse LocatedNear fence,fence Causes person sweat,horse Causes person sweat,1
horse LocatedNear fence,fence Causes injury,horse Causes injury,1
horse LocatedNear fence,fence Causes get stab,horse Causes get stab,1
horse LocatedNear fence,fence Causes pierce injury,horse Causes pierce injury,1
horse LocatedNear fence,fence Causes exercise,horse Causes exercise,1
horse LocatedNear fence,fence Causes parry,horse Causes parry,1
horse LocatedNear fence,fence Causes thrust parry,horse Causes thrust parry,1
horse LocatedNear fence,fence Causes defeat opponent,horse Causes defeat opponent,1
horse LocatedNear fence,fence Causes competition,horse Causes competition,1
horse LocatedNear fence,fence Causes eye hand coordination,horse Causes eye hand coordination,1
horse LocatedNear fence,fence Causes enclose yard,horse Causes enclose yard,1
horse LocatedNear fence,fence Causes sell ill get merchandice,horse Causes sell ill get merchandice,1
horse LocatedNear fence,fence Causes puncture wind,horse Causes puncture wind,1
horse LocatedNear fence,fence Causes win,horse Causes win,1
horse LocatedNear fence,fence Causes puncture wound rotten flesh,horse Causes puncture wound rotten flesh,1
horse LocatedNear fence,fence Causes perspiration,horse Causes perspiration,1
horse LocatedNear fence,fence Causes meet challenge,horse Causes meet challenge,1
horse LocatedNear fence,fence Causes severe injury,horse Causes severe injury,1
horse LocatedNear fence,fence Causes small cut,horse Causes small cut,1
horse LocatedNear fence,fence Causes sweat,horse Causes sweat,1
horse LocatedNear fence,fence Causes confine,horse Causes confine,1
horse LocatedNear fence,fence Causes increase body temperature,horse Causes increase body temperature,1
horse LocatedNear fence,fence Causes plenty exercise,horse Causes plenty exercise,1
horse LocatedNear fence,fence Causes problem run,horse Causes problem run,1
horse LocatedNear fence,fence Causes problem run out,horse Causes problem run out,1
horse LocatedNear fence,fence Causes keep out,horse Causes keep out,1
dog LocatedNear cat,cat Causes understand,dog Causes understand,1
cold LocatedNear snow,snow Causes shovel,cold Causes shovel,1
cold LocatedNear snow,snow Causes avalanche,cold Causes avalanche,1
cold LocatedNear fire,fire Causes pain,cold Causes pain,1
cold LocatedNear fire,fire Causes oxidize,cold Causes oxidize,1
cold LocatedNear fire,fire Causes firefighter go action,cold Causes firefighter go action,1
cold LocatedNear fire,fire Causes melt,cold Causes melt,1
cold LocatedNear fire,fire Causes anomalous behaviour,cold Causes anomalous behaviour,1
rest LocatedNear sleep,sleep Causes get proper amount rest,rest Causes get proper amount rest,1
rest LocatedNear sleep,sleep Causes nightmare,rest Causes nightmare,1
rest LocatedNear sleep,sleep Causes feel rest,rest Causes feel rest,1
rest LocatedNear sleep,sleep Causes restore vitality,rest Causes restore vitality,1
rest LocatedNear sleep,sleep Causes wake up fully rest,rest Causes wake up fully rest,1
rest LocatedNear sleep,sleep Causes might dream,rest Causes might dream,1
rest LocatedNear sleep,sleep Causes no long tire,rest Causes no long tire,1
rest LocatedNear sleep,sleep Causes person feel better,rest Causes person feel better,1
rest LocatedNear sleep,sleep Causes refreshment,rest Causes refreshment,1
rest LocatedNear sleep,sleep Causes lose job,rest Causes lose job,1
rest LocatedNear sleep,sleep Causes miss appointment,rest Causes miss appointment,1
rest LocatedNear sleep,sleep Causes wake up morning rest,rest Causes wake up morning rest,1
rest LocatedNear sleep,sleep Causes drool,rest Causes drool,1
rest LocatedNear sleep,sleep Causes rejuvenatiobn,rest Causes rejuvenatiobn,1
rest LocatedNear sleep,sleep Causes rejuvenation,rest Causes rejuvenation,1
rest LocatedNear sleep,sleep Causes gain energy,rest Causes gain energy,1
rest LocatedNear sleep,sleep Causes fun,rest Causes fun,1
